p_E,p_F,objective,beta1,beta2,beta3,beta4,beta5,phi1,phi2,phi3,phi4,phi5,lambda_A1,lambda_A2,lambda_A3,lambda_A4,lambda_A5,sigma_A1,sigma_A2,sigma_A3,sigma_A4,sigma_A5,lambda_C1,lambda_C2,lambda_C3,lambda_C4,lambda_C5,sigma_C1,sigma_C2,sigma_C3,sigma_C4,sigma_C5
0.2,1.0,-31641326.980848595,0.23336549895811404,0.0,0.0,0.0,0.0,0.0,136.96330825041514,0.0,0.0,0.0,8966618.5256406777,3793734.5989627708,8072138.9108129442,7731615.1202749144,22529447.807349142,944405.09442643961,2700915.8789755129,2369300.9652545853,972476.55040835403,1270629.9470091199,1391271.6235961691,2037349.7501711892,11677602.805977825,3918323.5889147301,4950593.4718100894,823.73016115677888,758.44525544638429,770.26260529818057,408.83550580131111,477.96080643688583
0.2,2.0,-64177734.180253722,0.0,0.0,0.0,0.0,0.0,388.22372516733594,0.0,0.0,0.0,0.0,11507766.867616268,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2180561.9406042271,1335194.9161021241,1806581.517375448,1041519.716193951,1950915.9088000602,1378831.0621292845,1649837.3463490838,11561246.655836884,2614301.5284704384,4950593.4718100894,796.98219667065177,802.42474910535088,946.10354798694232,229.94634372641636,446.10070842635287
0.2,5.0,-159536759.06122893,0.0,0.0,0.0,0.0,0.0,259.64880023821024,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1144134.9654709338,1120382.329689479,2160472.4838125566,2842791.2776633566,2798378.7585519785,1672672.1087201687,738570.89366230846,13598765.467865618,4551465.3172315033,4950593.4718100894,811.32829902042704,20.896082137183765,936.09925540771349,784.55718555325484,824.85668951356308
0.2,10.0,-321751533.82285219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,622309.78093803814,967328.88859076751,2561293.4330743174,1485371.5937870273,2037997.5024677292,1918115.0047048342,1450449.7669930295,11327065.344308436,3830587.1103120735,4950593.4718100894,929.33227433060722,690.13749698931338,801.95218762653849,636.5845335172769,977.78494945880846
0.5,0.1,-2652790.6333359145,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,220850.34374674872,337442.49216539512,2172349.9588378086,1078358.686601063,1244061.654804992,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,586.29780412295634,491.8355145872975,604.06112350744979,845.76947265897911,975.07564356526802
0.5,0.2,-6089253.2771537183,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1197521.2946733767,2499220.3089188864,1460663.8658897723,2392526.1508896616,1888856.8092584659,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,758.00453717649634,796.94171216493999,79.2261470033351,44.781022140991709,915.52862120440739
0.5,0.5,-17400243.119342789,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1701854.8861146434,156497.74593894495,2592774.8821568177,580153.24461056595,775809.25038043375,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,310.24031278077462,325.9580319621806,728.73445824162843,493.68687575844859,153.11532245463067
0.5,1.0,-532248450.209225,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000000.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2632433.1473467834,909194.47225683962,2354101.4072852512,2405139.0701894616,471134.77199038881,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,307.57058945092768,603.57148604243673,22.627782990653245,757.5265779657891,137.24867207029718
0.5,2.0,-66204424.43826697,0.51414333690646574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,64093.33889470905,7384858.5478670513,26170196.078431372,2222959.294889682,2995883.9138796497,1963764.0993876359,32252.961472738218,2209890.8788242238,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,704.56091291556459,859.51774593574225,119.31666072247245,351.05638669454032,407.60892118768032
0.5,5.0,-160766240.54369944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1386029.1557698627,947938.1805898099,1718407.7034349844,2134026.4595664022,2393520.7248416627,972005.46650693286,2791225.130214449,1693197.841913044,920066.69007510622,4950593.4718100894,412.68873511997543,632.17685354207913,919.56224254231608,913.38501453268918,944.12027168536952
0.5,10.0,-328542119.36444068,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,752121.31830334035,1636939.8622128596,1403122.6129474761,1539406.3916538772,1941542.3814341475,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,966.08395011812684,900.78901963471219,655.73712280389498,834.8226452589297,420.22794018475986
1.0,0.1,-2903070.4025123925,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1358052.1327840674,2965867.059996184,1540285.8755968083,1950164.7144270795,2981928.9975901595,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,139.94779188650588,110.47314526323864,973.53554918076452,27.772965229001876,409.22394126551501
1.0,0.2,-6377045.64597644,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2304660.032845818,1162553.6234137658,1845994.9369290364,558891.46475702233,1193270.0236779386,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,960.02660552674206,639.41253554466061,993.9843929121746,990.89698406387254,261.69067222263624
1.0,0.5,-17137488.993626405,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,1822.8195369005032,8072138.9108129442,7731615.1202749144,26170196.078431372,1687950.7088814189,2319383.8969797306,636283.41767221235,229155.67994162379,2687345.2702201665,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,429.13515930793614,465.40918922993376,226.77991388496002,429.05167384138014,578.9879529364207
1.0,1.0,-1034930848.7108949,0.0,1.0,1.0,1.0,1.0,0.0,1000000000.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,955014.63723141071,2223625.1775449803,2426994.3432808574,66011.442346047392,1512744.7213043829,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,430.40338666407689,850.70303533886647,617.95882788994629,156.93244337225977,827.89423573252043
1.0,2.0,-65532106.923412003,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1484710.7307620549,1166635.3350300018,2928030.3613734925,557449.03969985479,1170891.4517421946,2858439.8976982096,3451526.2515262514,16738788.870703764,539397.04789065768,457345.85922634334,481.31230935541481,810.76842323293852,364.38438359687478,925.62334214068085,780.82989233049216
1.0,5.0,-1166794035.6656492,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1000000000.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2841700.0994434031,1563679.2006064544,2220581.0320342397,904566.81388068909,1861837.0355646608,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,343.84786789850028,482.47239495943637,585.63678919962126,285.0342202448432,373.63058876224665
1.0,10.0,-294806485.92862755,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2504877.8721952345,2139633.8639378999,3059535.6906121005,641547.0421031476,1997530.3923121127,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,496114.91941939795,496338.68278793967,496828.31676798925,495956.89502120903,496727.38651177415
2.0,0.1,-2002633444.2696283,0.0,0.0,1.0,1.0,0.0,0.0,1000000000.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2507765.9572805003,1279447.8194648263,857870.20127116865,1143683.9912999345,2574573.7845282406,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,390.04963591942811,163.65567353886524,500.58392141406551,643.30963720410728,955.75383997951451
2.0,0.2,-6380692.2860084046,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,337767.14087790484,72966.143383099596,2817625.2722580009,2385987.9499176703,1090302.8099040443,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,579.51523100284146,745.31623587919546,749.80253791131383,150.70320744337357,613.38004967205984
2.0,0.5,-17089445.099746354,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2420314.7430730602,2060546.5917825899,2224301.4284881884,745456.20524662023,700739.91600839142,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,992.80192089332297,883.17856480825469,301.60752208454107,437.59902765122888,332.55174889882966
2.0,1.0,-125309049.44380745,1.0,0.0,1.0,1.0,0.0,0.0,0.0,45327270.775487706,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2595478.2079413245,398889.47414065688,2234723.2380139963,1149402.2344344927,1841465.1944351809,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,243.69446393155712,35.116494827317325,161.24374011822493,647.07023376048778,114.5773671994608
2.0,2.0,-72119634.646122798,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1027355.5208186735,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2161802.9182480611,2136297.8100680169,2218373.4688068605,2198419.8378717452,2301118.6111437893,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,147.24534649407863,588.47540627943761,431.08565682178761,729.5500183673164,172.98907637193184
2.0,5.0,-168995711.27477786,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,135.01296529076015,8072138.9108129442,4280184.5547724571,26170196.078431372,2292860.5465134284,2293277.3776838235,136369.3263469401,2299725.5300437277,501952.41947692184,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,602.04103716311465,196.56987555402176,547.85266568913562,508.50599153046062,981.78692420637913
2.0,10.0,-338833967.23776573,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2229623.7611492919,2973350.4498923332,1402614.9372578752,1653282.8662636068,1574282.3247096185,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,13.608597707326808,90.432639432926791,817.87579557698962,601.83613846367734,854.61210909054978
5.0,0.1,-2676583.37396076,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1815201.2052090489,1068132.306452529,2483617.593465148,252210.43210851157,2165803.8506570314,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,730.43817304299785,247.14545174423085,919.91446607260957,463.90274811193603,214.32532637685904
5.0,0.2,-6597912.2967372714,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,41205.403510935073,8072138.9108129442,7731615.1202749144,26170196.078431372,2199950.910335707,649911.34314501099,760596.26956401742,2495029.2366335471,1807786.6167766366,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,600.70564133708967,796.26195595051206,992.85703907233142,303.56183232288282,54.921813404846866
5.0,0.5,-16599997.551119361,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,593202.44096704549,426353.84431411204,617639.79375736252,1355379.5295861557,107349.95630246558,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,837.97996797660903,672.19417326326834,988.00020752178091,575.21072857288812,846.4965333509715
5.0,1.0,-10034764523.259823,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1000000000.0,1000000000.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2668525.3659152729,49515.343874782957,801838.4470426928,68869.804925004049,1994699.8762126658,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,26.790471030309476,884.04404678986236,643.88167540526877,39.737088742465538,454.87855877095029
5.0,2.0,-71268701.601610348,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1886005.0037196917,2055214.831816938,325399.65254692646,1136052.1381495798,1521405.0099397234,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,743479.66354843997,255.31829227862244,246.43408864352469,18.157535791128023,634.20873954822366,995.29533189931192
5.0,5.0,-170249337.46456566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2680440.3808771395,2262624.8310876037,52846.759233973309,553438.7370977808,2467836.884743155,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,909.09538296300775,213.19059961572029,388.58237949081109,931.00852063997002,757.07558649631596
5.0,10.0,-357921412.95237267,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,901823.11284669884,2734710.3916063411,1215501.0477760949,2137553.013980919,1277257.9413938234,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,824.60179433505323,175.57909554021603,786.33923569769172,713.67201986947657,566.14141193064063
10.0,0.1,-10002426361.360991,0.20598637212263207,0.93771357920823739,0.0,0.3274936141986784,0.55383134719327809,0.0,0.0,0.0,1000000000.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,2148358.4570279308,2592874.6862806063,2521655.7541402685,80512.827343757308,2702473.5939195543,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,664.03872676332946,454.76709314193909,689.87508490587527,659.17321370910054,980.33959637437033
10.0,0.2,-6197410.9151271172,0.9252582941814349,0.0,1.0,0.0914657956520563,0.0,0.0,0.0,0.0,0.0,0.0,5184037.7480283249,318841.41882166709,8072138.9108129442,7731615.1202749144,26170196.078431372,576669.10107711307,1680453.533546993,1634295.9210975191,536222.41089197609,1884121.1014368292,1950914.4784060735,395.42956933762116,16738788.870703764,5226248.5481997672,4950593.4718100894,848.08733701639915,810.60482036343933,20.975674684004797,787.42873248487399,672.15277426128193
10.0,0.5,-16008971.801813675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,104410.59696571369,8072138.9108129442,7731615.1202749144,26170196.078431372,1622184.8370606441,324385.74724543066,221968.58609415259,1729898.7196308309,2612233.6020235084,2858439.8976982096,3020888.0378517965,16738788.870703764,5226248.5481997672,4950593.4718100894,577.25730846224894,728.95000878152211,337.42677495117033,193.36199738073947,453.23303059053342
10.0,1.0,-32685262.027337346,0.32537690290438742,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,107.47448271028593,8072138.9108129442,7731615.1202749144,26170196.078431372,380104.56815788575,2153437.5326230023,2910030.8566077119,1933084.0830109967,2996628.1118717217,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,823.23103698787043,197.13186481383781,881.46575693587886,313.87307828653945,189.97764581668031
10.0,2.0,-70275784.96884644,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,14113.619318462026,7731615.1202749144,26170196.078431372,2281589.7443963257,1798318.8813340177,1176978.1211040136,2220862.5103223831,1224799.5344651786,2858439.8976982096,473411.76501823706,7272951.5277294321,5226248.5481997672,4950593.4718100894,150.97060682412456,921.91446935374631,594.51428190887646,469.19514105305814,539.65271544677569
10.0,5.0,-177242768.90702084,0.0,1.0,0.86963324776671846,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,26170196.078431372,1989027.6643282929,2600367.103492544,255965.97648467866,1094527.6656687679,2188903.7968154093,2858439.8976982096,85362.208415352783,16738788.870703764,5226248.5481997672,4950593.4718100894,418.50318301675276,993.55094556553433,969.78976836751008,668.06175997845139,41.663756281760136
10.0,10.0,-354326815.04477847,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,16557777.777777778,4437676.6091051809,8072138.9108129442,7731615.1202749144,2073224.7010367129,1501554.0696502845,34212.479748017555,2700146.9573768051,890299.85930284997,760803.40180991159,2858439.8976982096,3451526.2515262514,16738788.870703764,5226248.5481997672,4950593.4718100894,610.92785280829742,784.10482181927193,297.0777077649181,858.04170604175067,685.75950353921678
